data_0,data_1,data_2,data_3,data_4,data_5,data_6,data_7,data_8,data_9,label
-0.7425072752375701,2.310409029330553,2.1450577331215923,-0.55689985983427,0.17343916701629936,0.8272550440821653,-0.568064921296823,0.4479631213963493,0.6356884512022971,-1.7554602313011627,0
1.84778410473373,1.3304525371624067,0.6206759437467564,-4.365818777990002,-0.674401633528523,0.7535325852968848,1.591143562114763,1.3520210957050076,0.6043892933464583,-2.601718127791776,0
2.153384316173211,2.685123653600636,1.1766702216245344,-4.06564569731094,2.9639453146648336,3.3222164671554832,-2.457766699683334,0.11962197011575215,1.3988119446146257,-3.5985277772408453,0
3.233309442068069,1.8447029678528326,2.1953073852654668,-1.567804984240418,-0.4341495307457772,1.6715404731691896,-0.44757465276770536,4.12269443817747,-0.19714813525448904,-1.16575858496072,0
1.6757478037822562,4.529762909063729,0.4059478377966672,-1.4352769835228743,1.7078177004366302,-0.6260594731405673,-1.0045874967391593,-0.20878166722095232,0.02211265207858837,-4.833889114899948,0
2.0832962885422948,3.797210974602817,2.2057731725291925,-2.8365928138579166,1.5858906169704632,-1.271984864871361,-3.2203583464151437,0.056888338776841185,0.7869550800210643,-1.3711810591684384,0
-3.286277085551072,0.7006913317874512,2.627090124846289,-5.127765792843734,3.5821000518523016,5.260959400440321,-3.792462523928384,-2.7750784638470005,7.1368504944658735,-2.045517224090209,0
-0.45411851303236284,0.8670105058450119,0.17376414011760621,-4.086157097474791,0.4821547550759657,3.1650710917734353,-4.122428054897239,-1.1885853858135595,1.1670828271925981,-1.896766272972707,0
2.515764631444299,3.053426704347088,-0.6024952525156246,0.5358633264936055,2.9124398124670416,0.4577496166414028,-0.0736192226276553,0.7583601405520208,-2.0374986128709676,-6.309062512077157,0
1.2320585643049626,2.6737814141886593,4.726220795981423,-8.76554801782278,1.6680984576899598,5.0267806529688706,2.183951668395896,1.6723650032690145,6.8034509690424425,-1.1875890223914547,0
0.8059704849652594,4.463297226701249,1.107119627106381,2.2968564234520903,-0.2608551810282145,-2.988305935741998,-1.7308229238000434,0.8191950114977529,-2.4712600665700357,-2.736305199891004,0
1.067601635656726,3.8391062877142876,-0.5377005253943985,1.6476650627008231,1.8470259799654434,-1.359072154064871,-6.673014008953956,-1.2757954946319243,-2.9664526111395837,-3.469180604283899,0
-2.4623771967592933,-1.4126783469444,0.6583924533540544,-3.862519513944551,3.5788012722555873,6.2343378809159224,1.5436387790359838,-1.13832642562947,4.885582098779839,-4.964511597497397,0
-0.8172475791242076,0.9410043235818848,2.04781310612874,-0.7521245617720003,1.219603986003336,5.373306966107492,0.636867473799227,1.5488654521300327,0.2556896834374278,-2.80487480386561,0
